"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Tommy Hanson","Angels","73.0","-10.10","5.42","143","4.80","4.65","4.83","122","4.60","121","9129"
"Scott Diamond","Twins","131.0","-22.46","5.43","135","5.92","5.19","4.71","119","4.97","130","5089"
"Josh Lindblom","Rangers","31.1","-1.88","5.46","129","5.66","4.42","4.50","113","4.57","108","7882"
"Nick Hagadone","Indians","31.1","2.22","5.46","137","4.85","4.80","4.67","118","4.43","121","1351"
"Carter Capps","Mariners","59.0","-5.03","5.49","143","5.04","4.73","3.56","90","3.16","122","12803"
"David Huff","- - -","37.2","-0.11","5.50","136","5.44","4.61","3.61","91","3.39","112","4257"
"Greg Reynolds","Reds","29.1","-5.49","5.52","145","5.47","5.40","5.14","137","4.88","139","5712"
"Zeke Spruill","Diamondbacks","11.1","-5.62","5.56","143","6.95","6.49","4.86","129","4.46","172","3873"
"Rubby de la Rosa","Red Sox","11.1","0.38","5.56","133","5.35","5.61","5.24","132","4.15","144","3862"
"Shairon Martis","Twins","9.2","-3.24","5.59","139","7.37","6.88","4.54","114","4.20","173","6781"
"Jose Valverde","Tigers","19.1","-1.80","5.59","138","6.05","6.36","4.09","103","3.25","159","1726"
"Jordan Lyles","Astros","141.2","-29.30","5.59","139","5.20","4.57","4.41","111","4.40","113","7593"
"Brandon Morrow","Blue Jays","54.1","-9.58","5.63","139","5.77","5.42","4.49","113","4.32","134","9346"
"Chad Bettis","Rockies","44.2","-9.67","5.64","129","6.36","4.93","4.68","124","4.68","122","10587"
"Kevin Gausman","Orioles","47.2","-2.15","5.66","138","5.20","3.99","3.04","77","3.07","97","14107"
"Edgmer Escalona","Rockies","46.0","-9.81","5.67","129","5.90","4.87","4.48","119","3.94","120","8574"
"Dylan Axelrod","White Sox","128.1","-28.14","5.68","140","5.91","5.44","4.91","124","4.82","133","9303"
"Greg Burke","Mets","31.2","-13.74","5.68","161","4.17","3.93","3.95","105","3.77","104","6282"
"Eduardo Sanchez","Cubs","6.1","-2.01","5.68","152","5.76","5.89","5.99","160","5.65","156","2966"
"Hector Ambriz","Astros","36.1","-13.80","5.70","142","5.96","5.66","4.42","111","4.04","141","559"
"Edinson Volquez","- - -","170.1","-38.37","5.71","161","4.72","4.24","4.07","108","4.26","114","3990"
"Michael Blazek","- - -","17.1","-3.29","5.71","154","5.13","6.11","5.83","155","5.10","162","9654"
"Ryan Vogelsong","Giants","103.2","-25.58","5.73","166","5.79","4.91","4.50","120","4.64","139","1011"
"Barry Zito","Giants","133.1","-30.75","5.74","166","5.56","4.92","4.81","128","4.86","139","944"
"James McDonald","Pirates","29.2","-11.95","5.76","161","3.92","4.13","5.39","144","5.11","112","5523"
"Jose Alvarez","Tigers","38.2","-2.28","5.82","144","6.00","5.19","4.40","111","4.29","130","5358"
"Jon Garland","Rockies","68.0","-10.64","5.82","133","6.84","4.93","4.54","121","4.83","122","232"
"Lucas Harrell","Astros","153.2","-34.76","5.86","146","6.06","5.42","4.97","125","5.12","134","7541"
"Bobby LaFromboise","Mariners","10.2","-2.14","5.91","154","3.39","2.11","3.52","89","3.30","55","7758"
"P.J. Walters","Twins","39.1","-9.85","5.95","148","5.75","5.03","5.22","131","5.25","127","9557"
"Justin Grimm","- - -","98.0","-22.13","5.97","141","5.35","4.59","4.22","107","4.21","113","11720"
"Hisanori Takahashi","Cubs","3.0","-2.02","6.00","160","8.00","7.38","4.87","130","4.37","196","10091"
"Chris Resop","Athletics","18.0","-3.99","6.00","154","6.61","5.77","5.12","129","4.64","148","3799"
"Victor Marte","Cardinals","3.0","-3.09","6.00","164","4.90","5.71","6.17","164","5.19","154","5158"
"Zach Duke","- - -","31.1","-5.91","6.03","160","4.75","4.20","4.35","116","4.14","111","3840"
"Joe Blanton","Angels","132.2","-35.66","6.04","159","5.42","5.12","3.84","97","3.84","134","4849"
"Ramon Ortiz","Blue Jays","25.1","-3.73","6.04","149","7.53","7.43","5.99","151","5.84","184","27"
"Brett Anderson","Athletics","44.2","-10.08","6.04","156","3.78","3.85","3.26","82","3.24","99","8223"
"Ethan Martin","Phillies","40.0","-8.54","6.08","162","6.02","5.65","4.53","121","4.21","147","3877"
"Kris Johnson","Pirates","10.1","-3.19","6.10","170","3.67","2.76","3.95","105","3.65","75","886"
"Blake Beavan","Mariners","39.2","-8.09","6.13","159","5.05","4.99","4.33","109","3.96","129","338"
"Curtis Partch","Reds","23.1","-9.44","6.17","162","9.49","8.83","6.07","162","5.41","228","1333"
"Josh Johnson","Blue Jays","81.1","-25.97","6.20","153","5.44","4.62","3.58","90","3.66","115","4567"
"Drew Pomeranz","Rockies","21.2","-5.03","6.23","142","7.69","6.46","5.39","143","5.49","160","11426"
"Jeremy Horst","Phillies","26.0","-5.28","6.23","166","4.54","5.05","5.25","140","4.35","132","596"
"Jeff Francis","Rockies","70.1","-17.30","6.27","143","5.64","4.54","3.82","101","3.80","112","4684"
"Rich Hill","Indians","38.2","-8.85","6.28","158","4.10","3.82","4.12","104","3.79","96","4806"
"Brandon Maurer","Mariners","90.0","-25.96","6.30","164","4.91","4.90","4.25","107","4.02","127","4878"
"Jose De La Torre","Red Sox","11.1","-4.04","6.35","152","5.60","5.61","4.52","114","4.23","144","787"
"Ryan Mattheus","Nationals","35.1","-9.81","6.37","170","4.27","3.44","4.04","107","3.82","92","7169"
"Burch Smith","Padres","36.1","-10.53","6.44","182","5.52","5.47","4.09","109","3.79","147","12784"
"Hiram Burgos","Brewers","29.1","-11.22","6.44","166","4.99","5.37","5.39","143","4.96","137","9412"
"Peter Moylan","Dodgers","15.1","-6.20","6.46","180","7.51","6.18","5.86","156","5.67","166","4891"
"Matt Magill","Dodgers","27.2","-13.49","6.51","182","6.30","7.13","6.04","161","6.00","192","3950"
"Brandon Gomes","Rays","19.1","-4.15","6.52","169","3.06","3.82","3.18","80","2.36","98","2267"
"Kyle Gibson","Twins","51.0","-13.58","6.53","162","5.79","5.17","4.77","120","4.71","130","10123"
"Tyler Cloyd","Phillies","60.1","-16.61","6.56","175","5.12","4.49","4.77","127","4.76","117","8536"
"Xavier Cedeno","- - -","12.1","-7.34","6.57","165","3.81","4.02","5.13","130","4.51","101","36"
"Hector Noesi","Mariners","27.1","-12.55","6.59","171","5.26","4.36","4.74","119","4.36","113","3292"
"Mickey Storey","Blue Jays","4.0","-1.88","6.75","166","1.32","0.80","3.19","81","2.37","20","4721"
"Johnny Hellweg","Brewers","30.2","-16.86","6.75","174","8.75","7.06","6.81","181","6.47","181","10065"
"Chris Leroux","Pirates","4.0","-2.62","6.75","188","10.82","9.30","6.39","170","7.29","254","7645"
"Carlos Carrasco","Indians","46.2","-13.68","6.75","170","4.80","4.10","4.33","109","4.36","103","6632"
"Javy Guerra","Dodgers","10.2","-4.88","6.75","189","5.57","3.99","4.05","108","3.71","107","7407"
"Nick Maronde","Angels","5.1","-3.55","6.75","178","9.16","8.11","6.70","168","7.37","211","12530"
"Roy Halladay","Phillies","62.0","-16.84","6.82","182","6.77","6.14","5.10","136","4.86","160","1303"
"Pedro Hernandez","Twins","56.2","-17.37","6.83","169","6.13","5.54","5.17","130","5.21","139","4578"
"Liam Hendriks","Twins","47.1","-15.73","6.85","170","5.72","5.44","4.77","120","4.38","137","3548"
"Clayton Richard","Padres","52.2","-19.38","7.01","197","7.00","6.54","4.66","124","4.94","176","3551"
"Jeff Manship","Rockies","30.2","-12.07","7.04","160","8.04","5.59","4.43","118","4.63","138","6865"
"Shawn Camp","Cubs","23.0","-10.66","7.04","188","6.37","7.05","4.93","131","4.55","187","1855"
"Charlie Leesman","White Sox","15.1","-4.18","7.04","174","7.46","6.37","5.48","138","5.71","155","9124"
"Kameron Loe","- - -","26.2","-7.72","7.09","189","8.31","8.41","4.69","123","4.43","222","4422"
"Aaron Laffey","- - -","12.2","-5.03","7.11","196","6.58","5.50","5.76","150","5.67","143","6248"
"David Martinez","Astros","11.1","-5.09","7.15","178","3.67","3.93","4.83","122","4.51","98","8893"
"Michael Roth","Angels","20.0","-2.80","7.20","190","3.88","2.40","3.63","92","3.53","63","13736"
"Edgar Olmos","Marlins","5.0","-6.15","7.20","193","8.65","9.25","5.96","159","5.65","254","10174"
"Vance Worley","Twins","48.2","-18.97","7.21","179","6.18","5.53","4.76","120","4.75","139","6435"
"Mike Fiers","Brewers","22.1","-7.37","7.25","187","8.61","7.17","4.41","117","4.29","183","7754"
"Scott Barnes","Indians","8.2","-3.28","7.27","183","6.61","6.97","3.89","98","2.85","175","8718"
"David Holmberg","Diamondbacks","3.2","-1.88","7.36","189","6.77","5.50","8.48","226","8.29","146","7725"
"Eury De la Rosa","Diamondbacks","14.2","-3.93","7.36","189","5.68","6.32","3.84","102","3.07","168","4055"
"Raul Valdes","Phillies","35.0","-12.63","7.46","199","4.48","4.39","3.74","99","3.02","114","1953"
"Steve Johnson","Orioles","15.2","-2.68","7.47","182","5.63","4.64","4.55","115","4.33","113","4053"
"Edgar Gonzalez","- - -","18.0","-5.18","7.50","186","9.18","7.66","5.45","137","4.91","190","1727"
"Nate Karns","Nationals","12.0","-5.53","7.50","200","10.09","8.38","4.56","121","4.46","226","12638"
"J.C. Ramirez","Phillies","24.0","-11.37","7.50","200","7.33","6.84","5.47","146","5.10","179","8302"
"Jon Rauch","Marlins","16.2","-6.41","7.56","202","3.82","3.47","4.16","111","3.76","95","1475"
"Chien-Ming Wang","Blue Jays","27.0","-10.61","7.67","189","6.22","5.42","4.07","103","4.18","134","2074"
"Phil Irwin","Pirates","4.2","-3.32","7.71","215","4.19","3.90","4.49","119","5.00","106","9489"
"Kyle McClellan","Rangers","9.1","-2.67","7.71","182","8.93","7.12","6.38","161","6.10","174","4845"
"Jairo Asencio","Orioles","2.1","-1.34","7.71","188","5.86","7.76","3.36","85","3.24","188","3332"
"Kyle Drabek","Blue Jays","2.1","-2.95","7.71","190","10.21","9.90","5.50","139","4.13","245","4359"
"Cristhian Martinez","Braves","2.1","-1.35","7.71","209","6.10","3.05","3.63","96","3.21","83","5337"
"Tim Byrdak","Mets","4.2","-3.86","7.71","219","6.39","8.62","5.68","151","4.82","230","1995"
"Philip Humber","Astros","54.2","-22.75","7.90","197","5.56","5.02","4.61","116","4.50","125","8586"
"Brett Myers","Indians","21.1","-8.38","8.02","202","8.67","8.72","4.80","121","4.64","219","962"
"Mitchell Boggs","- - -","23.1","-12.07","8.10","216","8.49","7.42","5.75","153","5.37","194","3344"
"Michael Kirkman","Rangers","22.0","-10.05","8.18","193","5.37","4.00","4.44","112","4.08","98","9877"
"Robert Carson","Mets","19.2","-10.58","8.24","234","9.04","9.40","5.82","155","5.27","251","2570"
"Chance Ruffin","Mariners","9.2","-5.74","8.38","218","6.82","6.15","3.39","86","2.71","159","11745"
"Matt Harrison","Rangers","10.2","-4.02","8.44","199","6.19","5.20","4.05","102","4.26","127","5551"
"Brian Flynn","Marlins","18.0","-9.70","8.50","228","8.56","6.44","4.84","129","5.24","177","12027"
"Allen Webster","Red Sox","30.1","-12.70","8.60","205","7.07","6.51","5.18","130","5.04","167","3993"
"Roy Oswalt","Rockies","32.1","-13.72","8.63","197","4.76","3.08","3.39","90","3.38","76","571"
"Derek Lowe","Rangers","13.0","-6.69","9.00","212","6.30","5.97","4.23","107","3.59","146","199"
"Sam Dyson","Marlins","11.0","-8.42","9.00","241","4.50","6.14","5.14","137","4.27","169","11710"
"Chris Bootcheck","Yankees","1.0","-0.51","9.00","222","7.34","7.05","8.41","211","7.79","171","1842"
"Justin Germano","Blue Jays","2.0","-0.94","9.00","222","8.60","8.55","4.10","103","3.91","212","1938"
"Daniel Bard","Red Sox","1.0","-0.49","9.00","215","9.25","7.05","8.41","211","8.72","181","7115"
"Chad Durbin","Phillies","16.0","-10.59","9.00","240","5.82","5.99","4.44","118","4.00","156","1442"
"Jose Contreras","Pirates","5.0","-4.65","9.00","251","7.82","7.25","5.47","146","5.66","198","1660"
"Colt Hynes","Padres","17.0","-11.60","9.00","254","5.15","5.58","5.05","134","4.46","150","7560"
"Tyler Robertson","Twins","1.0","-1.60","9.00","223","10.90","12.05","0.41","11","0.12","302","3223"
"Mark Lowe","Angels","11.2","-8.57","9.26","244","5.64","5.79","6.55","165","6.42","151","7416"
"Brian Omogrosso","White Sox","16.1","-9.88","9.37","231","4.83","4.52","4.68","118","4.05","110","1353"
"Joel Hanrahan","Red Sox","7.1","-5.24","9.82","234","10.05","11.23","6.75","170","5.84","288","2186"
"Collin McHugh","- - -","26.0","-16.30","10.04","244","8.29","5.78","4.51","120","4.86","146","7531"
"Duane Below","Marlins","2.2","-1.27","10.12","271","5.05","3.80","5.85","156","5.21","104","3124"
"Preston Guilmet","Indians","5.1","-4.09","10.12","255","5.44","4.36","6.92","174","6.39","110","7303"
"Mike Kickham","Giants","28.1","-21.83","10.16","294","6.63","5.73","3.31","88","3.40","163","11618"
"Chris Volstad","Rockies","8.1","-6.37","10.80","246","7.25","4.97","5.54","147","4.63","123","9901"
"Cole DeVries","Twins","15.0","-10.94","10.80","268","7.42","8.45","6.25","157","5.43","212","8201"
"Dellin Betances","Yankees","5.0","-4.41","10.80","267","4.53","2.85","1.34","34","1.66","70","6216"
"Ricky Romero","Blue Jays","7.1","-6.35","11.05","272","9.91","8.91","6.67","168","6.41","221","3403"
"Ramon Ramirez","Giants","5.2","-5.22","11.12","322","10.02","10.28","7.86","210","7.77","293","7986"
"Alex Burnett","- - -","2.1","-2.86","11.57","282","3.81","3.90","6.83","175","5.46","98","4065"
"Deunte Heath","White Sox","7.2","-7.17","11.74","289","11.10","10.35","8.92","224","9.13","252","7371"
"Jonathan Sanchez","Pirates","13.2","-12.23","11.85","330","8.97","9.71","4.95","132","4.27","266","7507"
"Pedro Figueroa","Athletics","3.0","-3.68","12.00","309","12.57","12.71","5.41","136","5.04","324","6616"
"John Maine","Marlins","7.1","-7.93","12.27","329","7.39","6.73","4.67","124","4.41","185","4773"
"Chris Hatcher","Marlins","8.2","-9.41","12.46","334","5.84","4.32","4.55","121","4.29","118","3299"
"Pedro Villarreal","Reds","5.2","-5.62","12.71","333","12.38","12.40","6.12","163","5.30","320","9904"
"Barry Enright","Angels","8.1","-8.68","12.96","342","9.41","7.25","5.93","149","5.89","189","2412"
"Octavio Dotel","Tigers","4.2","-5.98","13.50","334","6.24","3.90","5.66","142","5.19","98","555"
"Onelki Garcia","Dodgers","1.1","-1.89","13.50","377","19.30","20.30","11.57","309","12.44","547","13674"
"Michael Belfiore","Orioles","1.1","-3.03","13.50","329","31.17","24.80","8.37","210","7.68","599","9324"
"Dave Bush","Blue Jays","3.0","-3.28","15.00","369","23.13","20.71","7.02","177","6.36","512","4635"
"Zach Clark","Orioles","1.2","-2.29","16.20","395","3.10","5.45","8.73","219","6.92","132","9189"
"Daniel Stange","Angels","1.2","-1.85","16.20","428","12.79","13.25","7.91","199","7.19","344","9404"
"Mike Zagurski","- - -","6.1","-7.53","17.05","466","8.04","8.26","7.50","199","6.21","224","9683"
"Anthony Recker","Mets","1.0","-1.60","18.00","511","16.40","19.05","11.51","307","12.59","509","4063"
"Justin Freeman","Reds","1.0","-1.57","18.00","471","11.69","16.05","7.15","190","6.24","415","7568"
"Josh Wall","Dodgers","7.0","-11.98","18.00","503","7.61","7.33","5.57","148","4.89","197","4436"
"Zach Putnam","Cubs","3.1","-5.20","18.90","505","5.47","4.55","1.88","49","2.07","120","9080"
"Maikel Cleto","Cardinals","2.1","-5.69","19.29","526","11.01","8.19","3.79","101","2.07","221","5529"
"Jim Miller","Yankees","1.1","-2.95","20.25","500","21.96","15.05","9.40","236","9.16","365","7458"
"Brayan Villarreal","- - -","4.1","-9.69","20.77","417","7.53","9.51","8.40","186","7.63","208","5180"
"Cody Eppley","Yankees","1.2","-0.13","21.60","533","2.25","1.85","1.85","47","-0.22","45","9095"
"Eric Surkamp","Giants","2.2","-6.14","23.62","684","12.44","15.05","9.91","264","7.20","429","2540"
"Casper Wells","- - -","1.2","-3.55","27.00","720","12.51","9.05","10.69","279","9.94","233","9700"
"Sean Nolin","Blue Jays","1.1","-5.65","40.50","998","13.51","15.05","9.40","236","7.10","372","11341"
"Yunesky Maya","Nationals","0.1","-1.80","54.00","1438","96.33","42.05","7.15","190","6.90","1136","11420"
"David Carpenter","Angels","0.1","-5.53","108.00","2851","25.99","54.05","19.15","480","10.03","1403","9244"
